Sr No.,"Date of 
Encashment","Bond
Number",Name of the Political Party,Name of the Purchaser,Denominations,"Account no. of
Political Party","Pay Branch
Code",Pay Teller
2465,23-04-2019,OC5533,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2466,23-04-2019,OC5530,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2467,23-04-2019,OC5532,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2468,23-04-2019,OC5539,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2469,23-04-2019,OC5536,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2470,23-04-2019,OC5321,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2471,23-04-2019,OC5537,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2472,23-04-2019,OC5323,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2473,23-04-2019,OC5546,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2474,23-04-2019,OC5534,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2475,23-04-2019,OC5322,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2476,23-04-2019,OC5542,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2477,23-04-2019,OC5325,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2478,23-04-2019,OC5317,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2479,23-04-2019,OC5544,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2480,23-04-2019,OC5543,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2481,23-04-2019,OC5529,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2482,23-04-2019,OC5320,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2483,23-04-2019,OC5541,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2484,23-04-2019,OC5538,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2485,23-04-2019,OC5528,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2486,23-04-2019,OC5531,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2487,23-04-2019,OC5540,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2488,23-04-2019,OC5548,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2489,23-04-2019,OC5527,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2490,23-04-2019,OC5535,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2491,23-04-2019,OC5324,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2492,23-04-2019,OC5549,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
2493,23-04-2019,OC5526,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3300196
4473,15-10-2019,OC6826,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3723135
4474,15-10-2019,OC6824,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3723135
4475,15-10-2019,OC6822,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3723135
4476,15-10-2019,OC6830,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3723135
4477,15-10-2019,OC6818,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3723135
4478,15-10-2019,OC6804,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,2039265
4479,15-10-2019,OC6828,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3723135
4480,15-10-2019,OC6812,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,2039265
4481,15-10-2019,OC6808,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,2039265
4482,15-10-2019,OC6810,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,2039265
4483,15-10-2019,OC6806,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,2039265
4484,15-10-2019,OC6802,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,2039265
4485,15-10-2019,OC6816,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3723135
4486,15-10-2019,OC6814,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,2039265
4487,15-10-2019,OC6820,Bharatiya Janata Party,Navayuga Engineering Company Limited,10000000,*******8244,691,3723135
4411,11-10-2019,OC6807,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,2039265
4412,11-10-2019,OC6805,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,2039265
4413,11-10-2019,OC6817,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,2039265
4414,11-10-2019,OC6837,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,2039265
4415,11-10-2019,OC6823,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,2039265
4416,11-10-2019,OC6833,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,2039265
4417,11-10-2019,OC6821,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,2039265
4418,11-10-2019,OC6839,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,2039265
4419,11-10-2019,OC6811,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,2039265
4420,11-10-2019,OC6803,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,2039265
4421,11-10-2019,OC6815,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,2039265
4422,11-10-2019,OC6801,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,2039265
4423,11-10-2019,OC6809,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,2039265
4424,11-10-2019,OC6819,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,2039265
4425,11-10-2019,OC6835,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,2039265
4467,15-10-2019,OC6827,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,3723135
4468,15-10-2019,OC6813,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,3723135
4469,15-10-2019,OC6831,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,3723135
4470,15-10-2019,OC6829,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,3723135
4471,15-10-2019,OC6825,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,3723135
11325,11-10-2022,OC12170,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11326,11-10-2022,OC12192,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11327,11-10-2022,OC12238,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11328,11-10-2022,OC12240,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11329,11-10-2022,OC12162,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11330,11-10-2022,OC12182,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11331,11-10-2022,OC12217,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11332,11-10-2022,OC12196,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11333,11-10-2022,OC12172,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11334,11-10-2022,OC12198,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11335,11-10-2022,OC12234,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11336,11-10-2022,OC12201,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11337,11-10-2022,OC12207,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11338,11-10-2022,OC12174,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11339,11-10-2022,OC12230,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11340,11-10-2022,OC12228,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11341,11-10-2022,OC12219,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11342,11-10-2022,OC12168,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11343,11-10-2022,OC12211,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11344,11-10-2022,OC12205,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11345,11-10-2022,OC12226,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11346,11-10-2022,OC12184,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11347,11-10-2022,OC12242,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11348,11-10-2022,OC12213,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11349,11-10-2022,OC12164,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11350,11-10-2022,OC12188,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11351,11-10-2022,OC12236,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11352,11-10-2022,OC12166,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11353,11-10-2022,OC12209,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11354,11-10-2022,OC12225,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11355,11-10-2022,OC12194,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11356,11-10-2022,OC12203,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11357,11-10-2022,OC12215,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11358,11-10-2022,OC12200,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11359,11-10-2022,OC12223,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11360,11-10-2022,OC12186,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11361,11-10-2022,OC12232,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11362,11-10-2022,OC12244,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11363,11-10-2022,OC12221,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
11364,11-10-2022,OC12190,Bharatiya Janata Party,Ncc Limited,10000000,*******8244,691,5972302
4677,15-10-2019,OL1278,Bharatiya Janata Party,Neeraj Gandhi,100000,*******8244,691,2039265
4678,15-10-2019,OL1282,Bharatiya Janata Party,Neeraj Gandhi,100000,*******8244,691,2039265
4679,15-10-2019,OL1280,Bharatiya Janata Party,Neeraj Gandhi,100000,*******8244,691,2039265
7827,16-10-2021,OL29502,All India Trinamool Congress,Neeraj Gandhi,100000,*******0688,1,3490777
7828,16-10-2021,OL29504,All India Trinamool Congress,Neeraj Gandhi,100000,*******0688,1,3490777
7829,16-10-2021,OL29513,All India Trinamool Congress,Neeraj Gandhi,100000,*******0688,1,3490777
17728,17-10-2023,OL29729,"President, All India Congress Committee",Neeraj Gandhi,100000,*******4012,691,7516991
17729,17-10-2023,OL29731,"President, All India Congress Committee",Neeraj Gandhi,100000,*******4012,691,7516991
17808,17-10-2023,TT9969,"President, All India Congress Committee",Neeraj Gandhi,10000,*******4012,691,7516991
17809,17-10-2023,TT9971,"President, All India Congress Committee",Neeraj Gandhi,10000,*******4012,691,7516991
17810,17-10-2023,TT9975,"President, All India Congress Committee",Neeraj Gandhi,10000,*******4012,691,7516991
17811,17-10-2023,TT9973,"President, All India Congress Committee",Neeraj Gandhi,10000,*******4012,691,7516991
17812,17-10-2023,TT9967,"President, All India Congress Committee",Neeraj Gandhi,10000,*******4012,691,7516991
9033,13-01-2022,TL14474,"President, All India Congress Committee",Neha Bahety,1000000,*******4012,691,7516991
9943,24-01-2022,OC10207,All India Trinamool Congress,Netincon Marketing Pvt Ltd,10000000,*******0688,1,3490777
9944,24-01-2022,OC10209,All India Trinamool Congress,Netincon Marketing Pvt Ltd,10000000,*******0688,1,3490777
9945,24-01-2022,OC10211,All India Trinamool Congress,Netincon Marketing Pvt Ltd,10000000,*******0688,1,3490777
3374,10-05-2019,OC6516,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,4567455
3375,10-05-2019,OC6510,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,4567455
3376,10-05-2019,OC6521,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,4567455
3377,10-05-2019,OC6523,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,4567455
3378,10-05-2019,OC6524,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,4567455
3379,10-05-2019,OC6509,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,4567455
3380,10-05-2019,OC6515,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,4567455
3381,10-05-2019,OC6513,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,4567455
3382,10-05-2019,OC6520,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,4567455
3383,10-05-2019,OC6517,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,4567455
3384,10-05-2019,OC6518,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,4567455
3385,10-05-2019,OC6514,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,4567455
3386,10-05-2019,OC6525,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,4567455
3387,10-05-2019,OC6508,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,4567455
3388,10-05-2019,OC6507,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,4567455
3389,10-05-2019,OC6519,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,4567455
3390,10-05-2019,OC6522,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,4567455
3391,10-05-2019,OC6512,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,4567455
3392,10-05-2019,OC6511,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,4567455
3728,14-05-2019,OC6506,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,3300196
12102,14-11-2022,OC12488,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,8212066
12103,14-11-2022,OC12496,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,8212066
12104,14-11-2022,OC12490,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,8212066
12105,14-11-2022,OC12492,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,8212066
12106,14-11-2022,OC12476,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,8212066
12107,14-11-2022,OC12482,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,8212066
12108,14-11-2022,OC12498,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,8212066
12109,14-11-2022,OC12484,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,8212066
12110,14-11-2022,OC12478,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,8212066
12111,14-11-2022,OC12500,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,8212066
12112,14-11-2022,OC12494,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,8212066
12113,14-11-2022,OC12486,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,8212066
12114,14-11-2022,OC12502,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,8212066
12115,14-11-2022,OC12480,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,8212066
12116,14-11-2022,OC12504,Bharatiya Janata Party,Nexg Devices Pvt Ltd,10000000,*******8244,691,8212066
9056,13-01-2022,OL29378,"President, All India Congress Committee",Nidhi Somani,100000,*******4012,691,7516991
9057,13-01-2022,OL29376,"President, All India Congress Committee",Nidhi Somani,100000,*******4012,691,7516991
9058,13-01-2022,OL29370,"President, All India Congress Committee",Nidhi Somani,100000,*******4012,691,7516991
9059,13-01-2022,OL29372,"President, All India Congress Committee",Nidhi Somani,100000,*******4012,691,7516991
9060,13-01-2022,OL29374,"President, All India Congress Committee",Nidhi Somani,100000,*******4012,691,7516991
